season,round,session_type,driver_id,team,best_lap_s,mean_lap_s,lap_consistency,mean_s1,mean_s2,mean_s3,mean_throttle,mean_brake,max_speed,lap_count
2018,2,FP2,HUL,Renault,93.253,96.98466666666668,1.257602901882596,30.82972222222222,42.10683333333333,24.048111111111112,67.57695845003266,0.1830194891802566,319.0,18
2018,2,FP2,HAR,Toro Rosso,92.908,97.1442380952381,3.755263065415815,30.95819047619048,42.32019047619048,23.86585714285714,67.32694921130293,0.1540025004323955,318.0,21
2018,2,FP2,OCO,Force India,91.809,97.41010526315787,6.4607104519440925,30.812105263157893,42.17368421052631,24.424315789473688,66.75314896124162,0.2092513926920635,319.0,19
2018,2,FP2,VER,Red Bull Racing,90.745,97.15647368421054,10.544510822479156,31.9932,43.48405,24.3216,63.30139471366573,0.1738146418202009,314.0,20
2018,2,FP2,SIR,Williams,94.053,99.9865,6.895587960683946,31.661611111111103,43.79861111111112,24.52627777777778,65.25237539090872,0.2117497447496473,308.0,18
2018,2,FP2,HAM,Mercedes,90.472,98.35713636363636,7.604563218385673,31.148818181818186,42.81122727272727,24.39709090909091,65.58282099489884,0.1871539084271952,318.0,22
2018,2,FP2,SAI,Renault,91.601,97.78205263157896,7.2180749624635165,31.06294736842105,42.57668421052631,24.142421052631576,65.50991084018743,0.2002279935093387,317.0,19
2018,2,FP2,BOT,Mercedes,90.447,95.57127777777778,1.414029361770013,30.45858823529412,41.58964705882354,23.754833333333337,67.06414079718752,0.176106022726283,317.0,18
2018,2,FP3,VAN,McLaren,91.86,106.43828571428573,17.250838411647184,32.99428571428571,46.292,27.152,57.18886193392715,0.194218980394176,313.0,7
2018,2,FP3,RIC,Red Bull Racing,90.452,107.004,27.332444310745423,33.901666666666664,47.255,25.84733333333333,58.79767206108399,0.1851178747190576,320.0,3
2018,2,FP3,VET,Ferrari,90.719,101.155,17.911389337513718,31.571,45.072,24.512,60.78335273662609,0.167937555993528,323.0,3
2018,2,FP3,RAI,Ferrari,89.868,98.95075,16.60929935056463,30.754,43.45525,24.7415,63.89280455213651,0.1698876831130414,324.0,4
2018,2,FP3,GRO,Haas F1 Team,91.513,108.1417777777778,18.91533891302095,33.59411111111112,47.66455555555555,26.88311111111112,51.76188289996389,0.199022180441319,320.0,9
2018,2,FP3,ERI,Sauber,91.859,106.068125,16.0228797700351,32.529125,47.203500000000005,26.335500000000003,60.0266958101784,0.1810327074877109,322.0,8
2018,2,FP3,GAS,Toro Rosso,91.438,103.0358,16.641935042402835,32.200900000000004,45.1932,25.641700000000004,63.96207873390362,0.1795552164174848,322.0,10
2018,2,FP3,PER,Force India,91.564,105.45066666666666,13.394478433294822,32.60633333333333,46.227555555555554,26.61677777777778,56.87442067493691,0.2168154008057962,325.0,9
2018,2,FP3,ALO,McLaren,91.445,100.87266666666666,13.544957093570536,31.803166666666662,43.8435,25.226,63.73095940651118,0.2036272210302188,311.0,6
2018,2,FP3,LEC,Sauber,92.047,103.86608333333332,11.847962244878254,32.344500000000004,46.12791666666666,25.393666666666665,59.583853697431344,0.2102194729637053,323.0,12
2018,2,FP3,STR,Williams,92.865,103.0334,14.881144606514647,32.6606,44.8706,25.5022,59.640040117243686,0.2020183405025122,317.0,5
2018,2,FP3,MAG,Haas F1 Team,91.737,104.95088888888888,14.046938629506114,32.112,47.64022222222223,25.198666666666664,52.05900349019939,0.1699086007531614,324.0,9
2018,2,FP3,HUL,Renault,91.144,103.7484,15.823549374271249,32.450599999999994,45.8876,25.4102,58.12613297543669,0.2034705451157098,319.0,5
2018,2,FP3,HAR,Toro Rosso,91.46,98.6131111111111,11.144269092727038,30.66977777777778,43.266333333333336,24.677,64.58015583544972,0.1473422204212184,322.0,9
2018,2,FP3,OCO,Force India,91.554,111.8259090909091,19.57505179280273,34.13336363636364,49.79154545454546,27.901,54.057437338721805,0.2322357751122479,321.0,11
2018,2,FP3,VER,Red Bull Racing,90.393,106.68133333333331,27.75363137200848,33.74933333333333,48.415,24.517,59.89727721742963,0.1963752869315169,315.0,3
2018,2,FP3,SIR,Williams,92.463,104.44660000000002,16.033867244055628,33.0638,45.7272,25.6556,59.14490646762081,0.1979342820054327,315.0,5
2018,2,FP3,HAM,Mercedes,90.691,92.65616666666668,1.4637764059673426,31.52028571428572,45.59571428571429,23.937285714285714,63.96503726940209,0.1659612506308706,319.0,7
2018,2,FP3,SAI,Renault,91.2,101.773,17.278223375104286,31.974666666666668,45.19333333333333,24.605,62.03280961618655,0.2176208960644399,319.0,3
2018,2,FP3,BOT,Mercedes,90.896,102.51483333333331,14.623641262239262,32.467666666666666,45.33916666666666,24.708,58.43059336432339,0.1694259066447975,317.0,6
2018,2,Q,VET,Ferrari,87.958,96.30625,16.2832654868938,31.1575,40.4005,24.74825,64.65481285804809,0.1674373996599715,325.0,4
2018,2,Q,RAI,Ferrari,88.101,93.5575,10.49902720890528,29.944,40.2165,23.397,65.39247905161882,0.1638397252136206,329.0,4
2018,2,Q,BOT,Mercedes,88.124,94.9456,14.29130820813826,29.9268,40.6026,24.416200000000003,63.96427209448717,0.1650280676760567,326.0,5
2018,2,Q,HAM,Mercedes,88.22,97.6994,20.28832682357025,31.3592,42.4206,23.9196,64.57788875997183,0.1754689649252131,327.0,5
2018,2,Q,RIC,Red Bull Racing,88.398,88.8305,0.5482490310069007,28.47075,38.13175,22.228,72.48353011627688,0.1725120200179274,322.0,4
2018,2,Q,GAS,Toro Rosso,89.329,89.95000000000002,0.3986220013998254,28.68,38.7494,22.5206,73.26912094953407,0.1639447125117327,326.0,5
2018,2,Q,MAG,Haas F1 Team,89.358,89.65275,0.2817177961483199,28.55675,38.60675,22.48925,71.16526708133914,0.1859590408816855,325.0,4
2018,2,Q,HUL,Renault,89.187,89.7535,0.5095609221018972,28.6845,38.55175,22.51725,73.31144884992875,0.1717268600423358,321.0,4
2018,2,Q,OCO,Force India,89.874,90.1,0.2018596872417402,28.5815,38.8445,22.674,70.82295422719794,0.1993475946112778,326.0,4
2018,2,Q,SAI,Renault,89.802,90.0784,0.3301125565621525,28.6948,38.8152,22.568400000000004,72.10014952434547,0.1851732280834431,320.0,5
2018,2,Q,HAR,Toro Rosso,90.105,90.59266666666667,0.5988024159381184,28.851333333333333,39.153,22.58833333333333,70.55817445642515,0.1573333696909258,323.0,3
2018,2,Q,ALO,McLaren,90.212,90.63675,0.4825511199171878,29.0535,38.90575,22.6775,73.20281444387108,0.1851798801028277,316.0,4
2018,2,Q,VAN,McLaren,90.479,90.59,0.1541460346554547,29.014333333333337,38.871,22.704666666666668,72.46603468785368,0.1675217460010436,312.0,3
2018,3,FP2,VAN,McLaren,95.163,99.35363636363635,1.4299872917426424,26.05018181818182,29.514,43.78945454545454,,,,11
2018,3,FP2,RIC,Red Bull Racing,94.557,98.82458333333334,1.5455711188209134,25.91883333333333,29.26608333333333,43.63966666666666,,,,12
2018,3,FP2,VET,Ferrari,98.115,101.8005,8.233771975494856,26.5045,30.3945,44.9015,,,,10
2018,3,FP2,RAI,Ferrari,93.489,101.6558888888889,10.582737989816772,26.70522222222222,30.564888888888884,44.385777777777776,,,,9
2018,3,FP2,GRO,Haas F1 Team,98.886,100.82333333333332,3.1823716784813203,26.534333333333333,30.150666666666663,44.138333333333335,,,,9
2018,3,FP2,ERI,Sauber,95.624,103.51854545454547,9.556835233105533,26.811454545454545,31.544181818181816,45.162909090909096,,,,11
2018,3,FP2,GAS,Toro Rosso,99.55,100.0602142857143,0.2458367746701454,26.283571428571427,29.79492857142857,43.98171428571429,,,,14
2018,3,FP2,PER,Force India,98.694,100.3984,3.364401194863658,26.289066666666663,29.8874,44.22193333333334,,,,15
2018,3,FP2,ALO,McLaren,94.632,99.2969,1.6655108292119314,26.126300000000004,29.4658,43.7048,,,,10
2018,3,FP2,LEC,Sauber,96.257,99.8385,1.5061995693988022,26.332125,29.539625,43.966750000000005,,,,8
2018,3,FP2,STR,Williams,100.428,102.8035,3.0600820087049945,26.6915,30.7295,45.3825,,,,6
2018,3,FP2,MAG,Haas F1 Team,95.297,100.6091,2.557415338014362,26.2649,29.791,44.5532,,,,10
2018,3,FP2,HUL,Renault,98.77,99.64646666666664,0.7766332896976976,26.318733333333338,29.59146666666668,43.736266666666666,,,,15
2018,3,FP2,HAR,Toro Rosso,99.167,100.62038888888888,1.267440595609392,26.39061111111112,30.04311111111111,44.18666666666667,,,,18
2018,3,FP2,OCO,Force India,98.704,100.62107142857144,3.251175585355734,26.49392857142857,29.842928571428576,44.2842142857143,,,,14
2018,3,FP2,VER,Red Bull Racing,98.287,99.02172727272728,0.312361038194293,26.02790909090909,29.383909090909093,43.609909090909085,,,,11
2018,3,FP2,SIR,Williams,100.493,102.06235714285717,1.4630804492914615,26.77578571428572,30.37614285714286,44.91042857142857,,,,14
2018,3,FP2,HAM,Mercedes,97.684,98.95099999999998,0.7339697789171139,26.0065,29.255,43.6895,,,,12
2018,3,FP2,SAI,Renault,98.753,99.7978181818182,0.6217973654144591,26.32754545454545,29.62136363636364,43.848909090909096,,,,11
2018,3,FP2,BOT,Mercedes,98.233,100.25683333333332,3.3610234056509225,26.29675,30.095916666666664,43.86416666666667,,,,12
2018,3,FP3,VAN,McLaren,94.977,102.00866666666668,10.24438059946362,27.0735,30.885166666666667,44.05,60.43001861297349,0.1695614251678734,327.0,6
2018,3,FP3,VET,Ferrari,93.018,101.23066666666666,11.50306687221572,26.64016666666667,30.78683333333333,43.803666666666665,61.66241215610123,0.1657716922021145,330.0,6
2018,3,FP3,RAI,Ferrari,93.739,99.0987142857143,4.770279890959777,25.810142857142857,29.204857142857144,44.08371428571428,65.86196636252556,0.1973014329359395,339.0,7
2018,3,FP3,ERI,Sauber,95.679,104.49475,16.887006925937666,26.705,31.49275,46.297,60.7742262073513,0.1678656922251456,329.0,4
2018,3,FP3,GAS,Toro Rosso,95.079,104.52533333333334,10.278002335084384,27.702,32.01888888888889,44.80444444444444,58.91951973027565,0.1588269466032974,327.0,9
2018,3,FP3,PER,Force India,94.445,107.36742857142858,12.296653214826964,27.37814285714285,32.443285714285715,47.54600000000001,55.83017888651149,0.1749818042007314,326.0,7
2018,3,FP3,ALO,McLaren,94.851,100.0565,9.549251855512033,26.5735,30.20925,43.27374999999999,63.55850182407018,0.1833744557427225,320.0,4
2018,3,FP3,LEC,Sauber,95.497,101.96925,8.688070954859116,26.408,31.34175,44.2195,64.74442938151915,0.1699601876966059,327.0,4
2018,3,FP3,STR,Williams,95.375,101.044625,7.932617293491473,26.79325,30.343375,43.908,63.39020405401411,0.202308722710493,321.0,8
2018,3,FP3,MAG,Haas F1 Team,94.329,100.3642,3.835689548736409,26.796533333333333,30.342,43.22566666666667,60.49897619275782,0.1821987130787285,330.0,15
2018,3,FP3,HUL,Renault,94.841,101.54671428571427,6.480597238791234,27.026428571428568,30.63628571428572,43.884,61.73739008530849,0.1762116207061253,326.0,7
2018,3,FP3,HAR,Toro Rosso,94.991,101.60139999999998,6.500246067137255,26.9178,30.4388,44.2448,59.45183185448276,0.1329196828129183,327.0,10
2018,3,FP3,OCO,Force India,94.456,108.452125,17.291719219139875,27.129625,33.507125,47.815375,55.39666497881641,0.1843071877214668,327.0,8
2018,3,FP3,VER,Red Bull Racing,93.969,102.45785714285714,12.182724577977504,26.98714285714286,30.968,44.50271428571428,59.20263530066438,0.1659895281506087,319.0,7
2018,3,FP3,SIR,Williams,94.741,103.3904,10.334621560560407,27.0652,31.4376,44.8876,61.75718206874164,0.1750710816589496,323.0,5
2018,3,FP3,HAM,Mercedes,94.057,103.43014285714288,7.139262296824311,26.08742857142857,30.087714285714288,47.255,59.96451656393325,0.165569783180342,327.0,7
2018,3,FP3,SAI,Renault,94.582,104.40391666666666,11.789123557972896,27.803916666666662,31.962,44.638000000000005,60.27708529742917,0.1953344782384616,324.0,12
2018,3,FP3,BOT,Mercedes,93.761,102.26425,9.08128091578653,26.7295,30.8145,44.72025,60.61439105485827,0.1550427510703824,326.0,8
2018,3,Q,VET,Ferrari,91.095,99.617,16.01632442228865,26.223,29.133250000000004,44.26075,60.11200864983252,0.1681265097025685,334.0,4
2018,3,Q,RAI,Ferrari,91.182,101.56125,20.017157996329047,26.31225,30.30325,44.94575,59.84355629690758,0.1519448818406687,330.0,4
2018,3,Q,BOT,Mercedes,91.625,98.84171428571427,13.44125720452128,25.54757142857144,29.220571428571425,44.07357142857143,61.16727316999903,0.1446827757512829,332.0,7
2018,3,Q,HAM,Mercedes,91.675,96.1496,8.294517514599628,25.184,27.9518,43.0138,65.19080499514898,0.1754236899438137,330.0,5
2018,3,Q,VER,Red Bull Racing,91.796,92.148,0.5728464017518103,24.347,27.42333333333333,40.37766666666666,68.69046009976243,0.1704339588060518,324.0,3
2018,3,Q,RIC,Red Bull Racing,91.948,92.71375,0.832343028244165,24.5295,27.57525,40.609,68.45042244794698,0.1740847591238578,324.0,4
2018,3,Q,HUL,Renault,92.494,92.65425,0.2276054700572926,24.506,27.618,40.53025,69.79995938428888,0.1579741716493994,326.0,4
2018,3,Q,PER,Force India,92.758,93.05766666666666,0.3792127810785558,24.569333333333333,27.832000000000004,40.65633333333333,68.52463348422982,0.1744129542510733,329.0,3
2018,3,Q,SAI,Renault,92.819,93.229,0.321533046513109,24.734,27.827,40.668,68.54522667069872,0.1864153395156912,325.0,5
2018,3,Q,GRO,Haas F1 Team,92.524,92.869,0.2918230057186484,24.55775,27.63425,40.677,66.57146540296256,0.1790831770013677,330.0,4
2018,3,Q,MAG,Haas F1 Team,92.986,93.14,0.1948101640058803,24.61633333333333,27.916666666666668,40.607,66.82922851292346,0.194817297699422,330.0,3
2018,3,Q,HAR,Toro Rosso,93.795,94.21733333333331,0.5535470470821138,24.97833333333333,28.05033333333333,41.18866666666667,65.99576888910468,0.1239074826335503,327.0,3
2018,4,FP2,VAN,McLaren,105.288,109.10616666666668,6.327882222690496,38.628083333333336,44.32175,26.156333333333333,65.65740554973637,0.2045866360336242,325.0,12
2018,4,FP2,RIC,Red Bull Racing,102.795,108.50094444444444,6.417500314830508,38.66705555555556,44.06155555555556,25.77233333333333,64.61313388580758,0.1929346430055579,349.0,18
2018,4,FP2,VET,Ferrari,104.127,110.1045,8.153452168542225,38.82661111111112,45.18494444444445,26.092944444444445,65.60657767805772,0.2030933308412487,335.0,18
2018,4,FP2,RAI,Ferrari,102.864,109.77,6.3208708017414565,39.00628571428571,44.73207142857142,26.03164285714286,66.088185335652,0.1968224997979019,348.0,14
2018,4,FP2,GRO,Haas F1 Team,104.425,109.7349,6.203644492464804,39.4412,44.3852,25.908500000000004,61.91825956611583,0.2034808529773994,339.0,10
2018,4,FP2,GAS,Toro Rosso,104.712,108.93235,3.368584182912523,38.5913,43.98684999999999,26.3542,67.5049888949398,0.1887020424323531,336.0,20
2018,4,FP2,PER,Force India,104.142,110.2995,7.062158612397959,39.2021875,45.1138125,25.9835,65.23983919253519,0.2211140954187198,333.0,16
2018,4,FP2,ALO,McLaren,103.7,109.07605555555556,5.191429129680642,38.52852941176471,44.41877777777777,26.098944444444445,65.9683507823796,0.2162817274550545,331.0,18
2018,4,FP2,LEC,Sauber,104.94,109.23528571428572,4.898114102207272,38.76135714285714,44.487857142857145,25.98607142857143,67.91001334572464,0.2017902581432387,346.0,14
2018,4,FP2,STR,Williams,104.459,110.97866666666668,5.160172694599983,39.5966,45.03913333333333,26.34293333333333,64.84233572172948,0.2416210822528997,328.0,15
2018,4,FP2,MAG,Haas F1 Team,103.977,110.6760909090909,6.987259784129191,38.698363636363645,45.91190909090909,26.065818181818187,61.80351700009579,0.2125979472895705,336.0,11
2018,4,FP2,HUL,Renault,104.091,108.8840588235294,5.002445882648161,38.68623529411765,44.46341176470588,25.73441176470588,65.38279423890586,0.221693157903281,348.0,17
2018,4,FP2,HAR,Toro Rosso,105.051,110.1390588235294,5.095148114512817,38.79976470588235,44.71505882352942,26.62423529411765,65.73511310131363,0.1692269713837804,339.0,17
2018,4,FP2,OCO,Force India,103.814,109.42078571428571,6.284933365763548,38.80207142857143,44.6515,25.967214285714284,64.93378052792652,0.2309315652163154,338.0,14
2018,4,FP2,VER,Red Bull Racing,102.911,107.9282857142857,5.508567040089905,38.42778571428571,43.76878571428572,25.731714285714283,64.2834074998129,0.2044107561825151,350.0,14
2018,4,FP2,SIR,Williams,105.822,113.3140625,9.509904349107126,40.8305,45.9000625,26.5835,65.16157344234796,0.2097878453574242,332.0,16
2018,4,FP2,HAM,Mercedes,103.603,108.09721428571429,3.6854836688861328,38.2278,44.494,25.75253333333334,66.39382157877564,0.2113498787763319,335.0,15
2018,4,FP2,SAI,Renault,103.834,110.07677777777778,4.805762968813411,39.233555555555554,44.79961111111111,26.04361111111111,64.88859197063681,0.2272278125803181,333.0,18
2018,4,FP2,BOT,Mercedes,103.57,109.098,3.772402152475266,38.26936363636364,44.59709090909092,26.23154545454545,66.47497917959853,0.1976861993378539,330.0,11
2018,4,FP3,GAS,Toro Rosso,105.349,111.4046,7.748748434424749,39.964200000000005,44.95,26.4904,66.9056426944226,0.1967731290329996,337.0,5
2018,4,FP3,PER,Force India,103.936,111.9015,14.572927537046215,40.4805,45.7375,25.6835,61.90216842856365,0.2100083102859298,334.0,4
2018,4,FP3,LEC,Sauber,105.218,121.588,14.916845343436396,43.649,51.784333333333336,26.154666666666667,56.221066818459406,0.2301985040599155,336.0,3
2018,4,FP3,VAN,McLaren,106.279,124.063,15.637828269935692,44.50033333333334,52.49466666666667,27.068,52.55543593921817,0.2215353320096427,319.0,3
2018,4,FP3,MAG,Haas F1 Team,103.958,104.35066666666668,0.3567973280916404,36.60333333333333,42.12833333333334,25.619,66.8129379239228,0.2050972966726227,331.0,3
2018,4,FP3,HUL,Renault,105.456,109.86714285714284,5.647053256007994,39.14342857142857,43.92757142857143,26.796142857142858,64.63756406516434,0.2172776619673168,334.0,7
2018,4,FP3,HAR,Toro Rosso,106.186,114.44575,9.955279148103614,42.00125,45.5545,26.89,60.93265691205346,0.1762894635790173,328.0,4
2018,4,FP3,RIC,Red Bull Racing,104.861,110.421,5.847670476352099,39.6706,44.519,26.2314,63.37465053498672,0.1896610921074705,328.0,10
2018,4,FP3,OCO,Force India,104.22,111.0325,12.264865986494376,40.242,44.804,25.9865,62.33654119155727,0.227119196014296,333.0,4
2018,4,FP3,VER,Red Bull Racing,104.563,110.06966666666668,5.920395067054223,39.089000000000006,44.757888888888886,26.22277777777778,62.85932941169535,0.1972814661220122,329.0,9
2018,4,FP3,SIR,Williams,105.335,117.66533333333332,10.682866204035948,43.04866666666667,47.855,26.761666666666667,58.75162589176836,0.2306511508429241,330.0,3
2018,4,FP3,HAM,Mercedes,103.452,113.4835,15.10096461488471,41.524,45.89333333333334,26.066166666666664,61.445391301958686,0.2139950925108229,333.0,6
2018,4,FP3,VET,Ferrari,103.091,116.36385714285711,15.769723802575738,41.85342857142857,48.17,26.340428571428568,57.63972218502736,0.1943992372741347,326.0,7
2018,4,FP3,SAI,Renault,105.432,113.75742857142858,10.518739275805869,40.46328571428571,46.73385714285714,26.56028571428571,60.62878620909596,0.2335208600303637,324.0,7
2018,4,FP3,RAI,Ferrari,103.493,111.52688888888888,8.08578603854388,39.058888888888895,45.506,26.962,64.6980233978436,0.1920862127749532,323.0,9
2018,4,FP3,BOT,Mercedes,103.569,110.274,7.057926263631346,39.5985,44.926625,25.748875,63.12758797870863,0.21292671728706,334.0,8
2018,4,FP3,GRO,Haas F1 Team,105.261,115.27033333333334,8.98254364494453,41.592333333333336,47.23166666666666,26.44633333333333,57.095447795449466,0.216254371085605,334.0,3
2018,4,FP3,ERI,Sauber,105.91,106.50966666666666,0.6777612657369403,37.22433333333333,43.08533333333333,26.2,66.97887963094382,0.1842732500195836,330.0,3
2018,4,Q,HAM,Mercedes,101.677,117.31125,20.59242576571945,39.6445,47.3315,30.33525,54.41909233270947,0.2090550143658118,337.0,4
2018,4,Q,BOT,Mercedes,101.837,113.8376,18.16906564190905,39.106,45.6262,29.1054,58.15471128118274,0.2054652753099748,336.0,5
2018,4,Q,RIC,Red Bull Racing,101.911,110.6158,9.66208762121313,39.3386,44.563,26.7142,61.35377478779532,0.1807449126943962,341.0,5
2018,4,Q,VER,Red Bull Racing,101.994,109.7588,10.32055251427946,38.39059999999999,45.3736,25.9946,62.22296419093868,0.1978712910044625,330.0,5
2018,4,Q,RAI,Ferrari,102.566,109.84566666666667,12.247679793876609,37.906333333333336,45.62833333333334,26.311,64.53273786830782,0.1974477909094759,326.0,3
2018,4,Q,OCO,Force India,102.967,108.36125,10.721859738403596,38.728750000000005,44.0045,25.628,64.02405858610899,0.2168407258612258,336.0,4
2018,4,Q,PER,Force India,102.547,114.3185,12.51552104388787,40.63975,47.56875,26.11,59.587239590918,0.2293802871179331,334.0,4
2018,4,Q,SAI,Renault,103.351,103.618,0.3992705849420904,36.421,41.74633333333333,25.450666666666667,68.25842414679995,0.2059969241983803,336.0,3
2018,4,Q,STR,Williams,103.585,104.12624999999998,0.5731476685811449,36.368750000000006,41.8725,25.885,69.293570349563,0.2242497723649144,330.0,4
2018,4,Q,SIR,Williams,103.886,104.33625,0.3728944220553633,36.2655,42.1505,25.92025,69.07812655763396,0.1972203421873478,333.0,4
2018,4,Q,LEC,Sauber,103.752,108.6766,9.49903425617573,37.6222,45.1992,25.855200000000004,66.93866069443989,0.2029996164792143,339.0,5
